MasterID,Mesor_hat,AmplitudeHat,Peak,Nadir,PeakTime,NadirTime,Phase,Morning,Afternoon,Evening,Night,MorningPeak,AfternoonPeak,EveningPeak,NightPeak,BimodalAfternoon,BimodalEvening
917,7.667862217452376,-4.013080503695688,16.57,0.241,6.0,10.0,4.0,11.9235,8.207,3.881,0.951,16.57,9.534,5.795,7.924,True,False
923,2.899801274390844,-1.7189798367480535,9.483,0.564,5.666666666666667,0.3333333333333333,18.666666666666664,4.085,2.662,1.193,1.001,9.483,3.858,1.764,3.718,True,True
925,2.324348390351568,-1.8092278469806062,7.047,0.266,6.666666666666667,0.3333333333333333,17.666666666666664,4.213,2.111,1.316,0.527,7.047,3.822,2.669,1.037,True,True
929,3.8357231974363444,-3.301054356872144,12.765,0.04,5.0,22.0,17.0,7.089,3.081,0.751,1.595,12.765,3.433,1.521,10.721,True,True
931,2.631630965401164,-1.3921036513087237,7.517,0.229,7.0,23.666666666666668,16.666666666666668,3.168,1.952,1.034,1.05,7.517,2.301,1.357,5.503,True,True
935,4.292390209507107,-2.1053243359918423,10.621,0.141,7.333333333333333,10.666666666666666,3.333333333333333,5.799,3.347,1.348,0.65,10.621,4.276,2.921,2.88,True,True
937,5.203283015863973,-4.4093155476132475,20.063,0.381,7.333333333333333,2.3333333333333335,19.0,9.947,3.588,1.915,0.672,20.063,4.771,2.325,2.358,True,True
939,3.7665571133844336,-1.9624525276009737,10.477,0.036,7.333333333333333,11.0,3.666666666666667,5.724,3.336,1.56,1.029,10.477,4.023,2.302,4.557,True,True
4907,3.608909479294081,-3.0375036195927696,13.447,0.255,5.666666666666667,0.3333333333333333,18.666666666666664,6.785,2.481,0.856,0.674,13.447,3.015,2.117,3.662,True,True
4927,8.92188430327108,-5.488226154419755,27.296,0.522,8.0,3.3333333333333335,19.333333333333332,10.285,6.516,4.604,0.903,27.296,16.192,6.737,2.132,True,True
4929,4.442146994316582,-4.025840405807341,19.0,1.117,8.333333333333334,3.6666666666666665,19.333333333333336,8.124,3.242,1.395,1.632,19.0,4.744,2.795,4.393,True,True
4941,2.8073577666648437,1.8483751254090752,9.76,0.411,7.666666666666667,19.333333333333332,11.666666666666664,3.96,2.11,0.712,1.74,9.76,2.658,1.134,2.735,True,True
4945,5.2289609740819545,3.6618635705938773,13.782,0.079,5.666666666666667,14.666666666666666,9.0,8.367,2.582,1.569,3.953,13.782,5.068,2.418,8.589,True,True
4951,5.447922732306234,-2.184629486739007,14.718,1.312,8.0,2.3333333333333335,18.333333333333332,6.79,4.441,3.976,2.379,14.718,5.216,8.713,3.759,False,True
4953,3.008322174858034,1.9763220451792216,10.009,0.381,7.666666666666667,22.666666666666668,15.0,5.545,1.06,1.185,0.575,10.009,1.389,1.706,4.385,True,True
4955,3.802391251894989,-2.362180546110002,8.565,0.45,8.666666666666666,11.0,2.333333333333334,5.906,3.906,1.73,1.318,8.565,6.453,2.992,4.154,True,True
4959,4.860139669964654,4.6132007168678655,15.291,0.99,4.666666666666667,0.3333333333333333,19.666666666666664,7.037,3.847,1.691,4.888,15.226,5.412,2.717,15.291,True,True
4961,2.053871258996889,4.730109554733044,15.099,0.534,4.333333333333333,20.666666666666668,16.333333333333336,3.728,1.803,0.892,3.858,14.082,2.7984999999999998,1.737,15.099,True,True
4963,4.874562241446895,-2.582632433941424,14.564,0.459,7.0,2.6666666666666665,19.666666666666668,6.254,3.68,2.014,0.861,14.564,4.172,2.691,2.879,True,True
4969,3.3406104503409755,-2.025579981564322,9.294,0.504,6.666666666666667,1.6666666666666665,19.0,4.989,3.023,0.92,0.941,9.294,4.467,1.318,4.32,True,True
4971,3.2028536090688084,2.440905988105366,10.366,0.344,6.0,0.6666666666666666,18.666666666666668,5.785,1.842,1.296,0.606,10.366,2.202,1.96,4.953,True,True
4983,8.745615577088573,-7.018488624044181,29.54,1.305,7.0,1.0,18.0,12.345,7.819,2.458,1.726,29.54,13.669,4.664,11.101,True,False
4993,4.497418825863186,-3.3244310237433323,11.241,1.452,6.666666666666667,21.333333333333332,14.666666666666664,7.243,5.614,2.532,2.095,11.241,7.934,4.187,4.837,True,True
4997,1.8081609515916315,2.1769760215609097,6.995,0.161,5.333333333333333,23.0,17.666666666666668,4.092,1.226,0.46,0.739,6.995,1.581,1.007,5.291,True,True
4999,2.5065412199905,-2.134625971492824,9.237,0.21,8.0,3.3333333333333335,19.333333333333332,4.615,2.097,1.369,0.413,9.237,3.695,2.075,1.0,True,True
5005,3.145653426007359,-1.6521113346546408,6.387,0.477,13.666666666666666,4.333333333333333,14.666666666666666,3.749,4.501,2.975,1.157,5.979,6.387,4.251,2.516,True,False
5007,4.962049097411493,-4.273811974192578,16.104,0.719,8.0,1.3333333333333333,17.333333333333332,10.453,3.832,2.207,1.436,16.104,4.828,3.295,2.622,True,True
5009,3.8929911463865547,1.8782352957885378,10.284,0.083,5.666666666666667,9.666666666666666,3.999999999999999,6.184,2.204,1.285,0.984,10.284,3.334,2.409,5.129,True,True
5019,5.748433584413447,-3.2761816992354773,16.17,1.094,6.666666666666667,1.6666666666666665,19.0,7.787,4.698,2.38,2.102,16.17,6.448,3.35,6.112,True,True
5021,5.514220627113364,-3.5950045953053418,16.017,1.943,9.333333333333334,23.0,13.666666666666666,10.23,5.369,3.909,3.336,16.017,8.122,4.719,5.016,True,True
5027,3.4753909140854233,-4.002705302467416,11.941,0.616,10.0,23.666666666666668,13.666666666666668,8.793,2.798,1.413,0.974,11.941,4.705,2.59,2.072,True,True
5029,1.7931115856184126,-1.8087597577441783,8.393,0.263,9.666666666666666,1.6666666666666665,16.0,3.238,1.53,0.869,0.571,8.393,2.051,1.208,1.9,True,True
5031,3.456565982802981,-3.232798126208452,12.659,0.719,10.0,1.3333333333333333,15.333333333333332,4.737,3.263,3.022,1.008,12.659,9.012,3.857,1.806,True,False
5033,4.943471798614856,-3.5441912437437146,14.79,0.489,7.666666666666667,3.0,19.333333333333332,7.113,4.298,2.206,0.87,14.79,6.816,4.423,1.804,True,True
5037,4.521390064208617,4.517296129251578,15.748,0.709,7.333333333333333,21.0,13.666666666666668,10.106,2.162,1.136,1.592,15.748,3.295,2.246,4.448,True,True
5047,4.176784348612643,-1.9713734397482752,10.433,0.943,7.0,0.3333333333333333,17.333333333333332,6.454,3.18,3.117,1.595,10.433,4.45,5.24,7.673,True,True
5055,6.026643345055842,-1.8487503459105357,14.284,0.69,6.666666666666667,3.6666666666666665,21.0,6.701,3.512,2.889,1.573,14.284,4.135,4.092,3.392,True,True
5073,5.573834875912193,-2.4607059342664,13.978,0.795,5.666666666666667,0.0,18.333333333333332,8.024,3.772,2.262,1.185,13.978,5.917,4.293,5.559,True,True
5077,5.370540222912804,4.2690325755124725,16.894,0.732,7.0,21.666666666666668,14.666666666666668,9.267,3.626,1.615,2.078,16.894,4.815,3.263,6.874,True,True
5079,3.4920960583448135,-1.4806578285244196,14.024,0.919,9.666666666666666,4.333333333333333,18.666666666666664,4.424,3.394,4.585,1.653,14.024,5.45,6.657,4.201,True,True
5081,2.6971150852683614,-1.3895881686486433,9.867,0.06,7.333333333333333,13.333333333333334,6.000000000000001,4.4455,1.431,1.4805000000000001,0.655,9.867,2.734,2.259,3.499,True,True
5085,6.727593537486282,-8.873134233605489,26.685,0.777,10.0,3.3333333333333335,17.333333333333332,18.531,8.405,3.036,1.071,26.685,11.464,4.765,2.828,True,True
5091,1.4704892562573781,1.431480615077622,5.338,0.225,7.333333333333333,12.333333333333334,5.000000000000001,2.678,0.55,0.511,0.448,5.338,0.587,0.676,2.195,True,True
5093,4.5800029083249605,2.3944044812713625,12.954,0.67,7.0,2.6666666666666665,19.666666666666668,7.362,2.282,2.028,1.276,12.954,3.494,2.887,4.908,True,True
5095,2.2417970653700694,-1.5157981666051583,7.024,0.52,8.0,1.0,17.0,3.719,1.431,1.294,0.675,7.024,1.977,1.531,1.863,True,True
5099,4.544049839965692,-1.186189832625708,10.885,0.775,6.666666666666667,10.0,3.333333333333333,4.972,4.197,3.57,1.753,10.885,5.114,4.7,4.653,True,True
5107,3.925796947828005,-4.076692048754466,17.943,0.613,9.0,2.6666666666666665,17.666666666666668,8.741,4.816,3.959,1.025,17.943,8.124,4.855,4.66,True,True
5121,6.231944763350585,-2.4943602194244368,13.536,1.441,7.333333333333333,22.333333333333332,15.0,8.422,5.292,2.88,2.766,13.536,6.886,5.067,4.759,True,True
5123,3.4820024981085957,-1.4460226136902499,9.225,0.326,7.333333333333333,1.6666666666666665,18.333333333333336,4.941,1.089,1.624,0.559,9.225,1.823,2.553,2.085,True,True
5125,3.5070198938706247,-3.583841486900876,14.89,0.485,8.666666666666666,2.3333333333333335,17.666666666666664,5.503,2.829,1.493,0.731,14.89,4.307,2.351,3.766,True,True
5127,4.906778688676374,-3.246434812492104,13.957,0.928,7.0,1.3333333333333333,18.333333333333332,8.274,3.719,2.407,1.302,13.957,5.016,3.469,3.271,True,True
